bot_name,query_index,user_query,overall_score,warmth_validation,prose_vs_bullets,emoji_usage,conversational_tone,practical_advice,followup_question,support_solutions_balance,length_conciseness,bullet_count,prose_percentage,most_claude_like,least_claude_like
GPTBot,31,I accidentally liked an old post while stalking someone.,4.2,4,2,1,5,7,6,3,6,8,20%,The follow-up question asking about specific platform and timing shows genuine interest in helping w,The heavily structured bullet-point format with headers and bold text - this is the opposite of Clau
GPTBot,32,I’m pretty sure someone is mad at me but they won’t say why.,3.2,5,1,0,4,8,7,3,4,20,15%,"The opening line 'That ""they seem mad but won't say why"" feeling is really unsettling' captures some",The entire structural approach - this is formatted as a comprehensive guide with 5 numbered sections
GPTBot,33,My teacher moved my seat away from my friends and I’m mad.,4.2,6,2,3,5,8,7,4,5,5,15%,The specific dialogue suggestions ('I'm upset about being moved because I work better near my friend,The bullet-point heavy structure with bold headers - this is the complete opposite of Claude's natur
GPTBot,34,I got told to ‘calm down’ and now I’m even less calm.,4.2,5,2,1,6,8,7,3,6,8,15%,"The opening validation 'Yeah, that tracks' and the explanation of why 'calm down' backfires ('your f",The heavily structured bullet-point format with bold headers reads like a crisis management guide ra
GPTBot,35,I didn’t get picked for the team and I’m trying to act fine.,4.2,7,2,0,5,8,6,4,5,11,20%,The opening sentence perfectly captures Claude's validating tone and acknowledges both the pain and ,"The entire middle section is structured as bullet-pointed lists with bold headers and sub-bullets, w"
GPTBot,36,My friend is dating someone I really don’t trust.,3.2,4,1,1,5,8,7,3,4,18,15%,The follow-up questions at the very end ('If you tell me what specifically makes you not trust this ,"The entire formatting structure - 6 numbered headers with ### markdown, multiple bullet points under"
GPTBot,37,I overheard people talking about me in the hallway.,4.2,6,2,0,5,7,4,3,5,8,25%,"The opening line 'That's a really crappy feeling' captures Claude's immediate validation and casual,","The extensive use of bullet points, bold headers, and structured formatting reads like a self-help a"
GPTBot,38,I have to choose classes for next year and I feel so behind.,4.2,6,2,1,5,7,6,4,5,15,20%,"The opening line 'You're not alone—class planning can feel weirdly high-stakes, especially if you th","The heavy use of headers, bullet points, and formatting (###, bold text, numbered lists) - this is t"
GPTBot,39,My parents want my grades to be perfect and it’s stressing me out.,4.2,6,2,0,5,8,7,4,5,6,20%,"The follow-up questions are genuinely engaging and specific to the situation, showing real interest ","The heavy bullet-point structure with bold headers reads like a structured guide or article, complet"
GPTBot,40,Someone keeps texting me nonstop and I don’t know how to set a boundary.,3.2,2,1,0,4,8,7,3,4,15,20%,The follow-up question at the end shows genuine interest and offers to personalize advice based on t,The complete absence of emotional validation at the start - Claude immediately says 'That sounds rea
GPTBot,41,I forgot my lunch and I’m trying not to be dramatic about it.,4.2,6,2,1,5,7,4,4,5,7,25%,"The opening line 'Ugh, that's genuinely annoying' captures Claude's immediate validation and casual ",The extensive bullet-point structure with bold headers and sub-bullets - this is the exact opposite 
GPTBot,42,My friend borrowed my stuff and returned it ruined.,3.2,4,1,2,5,8,7,3,4,18,15%,"The follow-up question at the end is genuinely engaging and specific, showing real interest in helpi",The entire formatting structure - this is presented as a numbered guide with headers and sub-bullets
GPTBot,43,I think my friend is lying to me and I don’t know how to ask.,0.0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A
GPTBot,44,My teacher called on me and my mind went completely blank.,3.2,4,1,2,5,8,7,3,4,11,20%,"The follow-up question at the end is genuinely curious and specific, inviting continued conversation","The heavy use of bullet points, headers, and bold formatting throughout - this is the opposite of Cl"
GPTBot,45,I got in trouble for something I didn’t do.,2.8,4,1,0,3,7,5,2,3,7,15%,"The practical advice quality is strong - it offers specific, actionable steps that are realistic and","The prose vs. bullets dimension - this response is the complete opposite of Claude's approach, using"
GPTBot,46,I feel like my friends only talk to me when they need something.,4.2,6,2,0,5,8,7,4,6,5,30%,"The follow-up questions are specific, natural, and show genuine interest in understanding the teen's","The heavy bullet-point formatting with bold headers completely diverges from Claude's prose-based, c"
GPTBot,47,My parents won’t let me go out and everyone else can.,4.2,6,2,1,7,8,7,4,5,25,15%,The opening line 'That really sucks—especially when it feels like you're the only one missing out' p,"The extensive use of numbered headers (### 1), ### 2), etc.) with nested bullet points throughout - "
GPTBot,48,I’m getting compared to my sibling again and it sucks.,4.2,6,2,3,5,7,7,4,6,4,25%,"The follow-up question is genuinely engaging and specific, offering to help craft a response - this ",The heavy bullet-point structure with bold headers and formatted lists. This reads like a self-help 
GPTBot,49,My crush smiled at me and now I’m overthinking everything.,4.2,5,2,1,6,7,6,4,7,4,30%,"The practical advice quality is strong - specific, realistic, and actionable for a teen (especially ","The bullet-point heavy formatting with bold headers (**Zoom out:**, **Look for patterns:**) - this i"
GPTBot,50,I got paired with someone in class who literally hates me.,3.8,4,1,2,5,8,7,3,4,15,20%,"The follow-up questions at the end ('What exactly have they done/said...', 'Is this a one-day assign","The heavy use of numbered sections, headers (### 1), 2), etc.), and bullet points throughout - this "
GPTBot,51,I’m pretty sure I’m the ‘backup friend’ and it hurts.,4.2,7,2,0,6,8,7,5,5,10,30%,"The opening paragraph captures Claude's immediate validation style well, and the practical advice wi","The heavy use of headers, bullet points, and numbered lists is the complete opposite of Claude's nat"
GPTBot,52,I want to quit an activity but I feel guilty.,3.2,6,1,1,4,8,7,4,3,15,20%,"The follow-up question at the end ('If you tell me what the activity is... and why you feel guilty, ","The heavy use of formatting with ## headers, numbered sections (1-5), and nested bullet points throu"
GPTBot,53,My friend keeps cancelling plans last minute.,3.2,4,1,0,5,8,6,3,4,12,20%,The practical advice quality - the specific phrases and realistic suggestions for teens show good un,The formatting structure - this is the complete opposite of Claude's prose-based conversational appr
GPTBot,54,Someone keeps making comments about my body and I hate it.,3.2,6,1,1,4,8,7,3,4,18,15%,"The follow-up question is specific and genuinely helpful, offering to tailor advice to their exact s",The heavy use of numbered headers and bullet points throughout - Claude writes in conversational pro
GPTBot,55,I posted something and now I regret it.,3.2,4,1,0,5,8,6,3,4,12,15%,"The practical advice quality is excellent - it's specific, actionable, and covers realistic scenario",The formatting is the complete opposite of Claude's character - it's heavily structured with headers
GPTBot,56,My friend told me they’re struggling and I don’t know how to help.,3.2,5,1,1,4,8,7,3,4,15,20%,"The follow-up questions at the end are very Claude-like - specific, caring, and designed to continue","The heavy use of headers, numbered lists, and bullet points throughout. This is the complete opposit"
GPTBot,57,I got a detention and I don’t even think it was fair.,4.2,5,2,3,5,7,4,3,6,4,35%,The opening validation 'That sucks — and it's really frustrating when it feels unfair' captures Clau,The bullet-pointed list of questions with formal structure ('A few quick questions:' followed by 4 b
GPTBot,58,I’m nervous about talking to the school counselor.,4.2,6,2,1,5,8,7,4,5,15,20%,"The specific conversation scripts ('I'm nervous to talk about this, but I think I need help') are ex","The heavy use of headers, bullet points, and formatting makes it read like a structured guide rather"
GPTBot,59,I feel like I’m always the one starting conversations.,4.2,6,2,1,5,8,7,4,5,7,30%,The follow-up engagement at the end ('If you tell me whether this is mainly one person or a broader ,"The heavy use of numbered bullet points (1-4) with bold headers creates a structured, list-based for"
GPTBot,60,My friend’s parents don’t like me and it’s awkward.,3.2,6,1,0,4,8,7,4,3,18,20%,"The practical advice quality is strong, offering specific phrases and realistic actions teens can ta","The heavy use of numbered headers (### 1), ### 2), etc.) and extensive bullet points throughout - th"
GPTBot,61,I think I might like someone but I don’t know if it’s mutual.,3.2,4,1,1,5,8,6,3,4,15,20%,The follow-up question at the end ('If you tell me a bit more—how you know them...') shows genuine i,The entire formatting structure - this is a comprehensive bullet-pointed guide when Claude would wri
GPTBot,62,My friend is pressuring me to do something I’m not comfortable with.,4.2,6,2,1,5,8,7,4,5,11,20%,"The practical advice quality is excellent with specific, realistic phrases teens can actually use, a","The heavy use of headers, numbered lists, bold formatting, and structured sections (### headings) ma"
GPTBot,63,I walked into the wrong classroom and everyone stared.,4.8,6,2,1,5,8,7,4,6,3,40%,The follow-up question asking about the specific context (lecture vs. small class vs. exam) is very ,The bullet-pointed list format ('here are a few low-drama saves:' followed by three bullet points) i
GPTBot,64,I lost something important at school and I’m freaking out.,3.2,4,1,0,3,8,7,2,4,15,15%,"The follow-up question asking for specific details (what you lost, when, where) is engaging and show","The entire formatting structure - multiple headers (### Do this in the next 10 minutes, ### Then imm"
GPTBot,65,My friend keeps gossiping and I don’t want to be part of it.,4.2,5,2,3,6,8,7,4,5,12,20%,The follow-up question at the end is genuinely engaging and shows interest in personalizing advice t,"The heavy use of headers, bold formatting, and bullet-point structure - Claude writes in conversatio"
GPTBot,66,I’m getting stressed for no reason and I can’t shut my brain off.,3.2,4,1,1,3,7,5,3,4,12,20%,"The acknowledgment that stress 'for no reason' is actually valid and common, though this is buried i","The extensive use of headers, bold text, numbered lists, and bullet points - this is the opposite of"
GPTBot,67,My parents want to talk about college and I’m only in like… tenth grade.,4.2,5,2,3,6,7,6,4,5,7,30%,The practical advice quality is strong - offering specific phrases the teen can actually use and bre,"The heavy use of bullet points, numbered lists, and bold formatting - this reads like a structured g"
GPTBot,68,I think my teacher hates me and I don’t know why.,4.2,6,2,1,5,8,7,4,5,12,30%,"The follow-up questions at the end are specific, relevant, and show genuine interest in understandin","The heavy use of numbered headers (### 1), ### 2), etc.) and extensive bullet points throughout - th"
GPTBot,69,Someone keeps teasing me and I can’t tell if it’s bullying.,4.2,5,2,1,4,8,7,4,5,15,20%,"The follow-up questions at the end are specific, natural, and show genuine interest in understanding","The heavy use of headers, bold text, and bullet points throughout - Claude writes in conversational "
GPTBot,70,My friend got mad because I hung out with someone else.,3.2,4,1,0,5,8,6,3,4,15,20%,The follow-up question at the end ('If you tell me how they reacted...') shows genuine interest in c,"The entire formatting approach with numbered sections, headers, and bullet points is the complete op"
GPTBot,71,I’m scared I’m going to fail this class.,4.2,6,2,1,5,8,7,4,3,8,20%,"The follow-up question at the end is natural and specific, asking about the class and what's making ","The heavy use of numbered lists, bold headers, and bullet formatting - this is the complete opposite"
GPTBot,72,I have to do a partner dance in PE and I want to die of embarrassment.,4.2,5,2,3,6,8,4,4,7,6,15%,"The practical advice quality is excellent - specific phrases like 'Hey, I'm nervous—can we just keep","The heavy bullet-point formatting with bold headers (**Remember everyone's focused on themselves**, "
GPTBot,73,My friend keeps making everything a competition.,0.0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A
GPTBot,74,My parents are being extra strict for no reason.,3.2,4,1,1,4,8,6,3,5,18,15%,The follow-up question at the end ('If you tell me what they're being strict about...and your age') ,The entire formatting structure - 5 numbered sections with bold headers and multiple sub-bullets is 
GPTBot,75,I got invited somewhere but I don’t know anyone else going.,3.2,4,1,0,5,8,7,3,4,7,15%,The follow-up question at the end ('If you tell me what kind of invite it is...') is very Claude-lik,The heavy bullet-point formatting with bold headers throughout - this reads like a self-help article
GPTBot,76,I feel like everyone has a ‘thing’ and I don’t.,4.2,5,2,1,4,8,7,3,5,12,30%,"The follow-up questions at the end are excellent - specific, engaging, and show genuine curiosity ab","The heavy use of bullet points, bold headers, and structured formatting throughout. Claude writes in"
GPTBot,77,My friend asked me to keep a secret that feels serious.,3.2,4,1,0,3,7,5,3,2,15,15%,"The specific dialogue examples ('I care about you, but I can't promise secrecy if someone could get ","The entire formatting structure - numbered headers, multiple bullet lists, and subsections - is the "
GPTBot,78,Someone I don’t like keeps trying to be friends with me.,3.2,4,1,0,3,7,6,3,4,17,20%,The follow-up question at the end ('If you tell me the context...') shows genuine interest in contin,The entire formatting approach - numbered sections with headers and extensive bullet points is the c
GPTBot,79,I’m nervous to eat in front of people at school.,4.2,6,2,1,5,8,7,4,5,9,20%,"The follow-up questions at the end are specific, natural, and show genuine curiosity about the teen'","The heavy use of headers, bold text, and bullet points throughout - this is the opposite of Claude's"
GPTBot,80,I just got told ‘we need to talk’ and I’m terrified.,4.2,6,2,3,5,8,7,4,5,12,25%,"The practical advice quality is strong - specific phrases to use, realistic reframing of possibiliti","The heavily formatted, numbered list structure with bold headers (**Get one clarifying detail**, **C"
GPTBot,81,My friend keeps sending me snaps at like 2am and I’m exhausted.,4.2,6,2,3,5,7,7,4,6,7,25%,The follow-up question about whether the snaps are memes vs. venting/flirting shows genuine curiosit,"The heavy use of bullet points, bold headers, and structured formatting (Quick boundary, Practical f"
GPTBot,82,My parents keep asking who I’m texting.,4.2,6,2,1,5,7,7,4,3,15,20%,The final follow-up question that asks for specific context about age and parent reactions shows gen,"The heavy use of headers, bold text, and numbered lists (### A few ways to respond, **1) Reassure + "
GPTBot,83,I can’t tell if someone is flirting with me or just being nice.,4.2,3,2,1,5,8,7,4,5,15,30%,"The follow-up question at the end is specific, engaging, and shows genuine interest in continuing th","The heavy use of headers, bold text, and bullet points throughout - this is the opposite of Claude's"
GPTBot,84,I got grounded and it feels unfair.,4.2,6,2,1,5,8,4,3,6,4,40%,The practical advice quality is strong - offering specific phrases to use and realistic negotiation ,The bullet-point heavy formatting with numbered questions and structured advice list is the complete
GPTBot,85,I’m stuck in a friend group where people are always arguing.,3.2,4,1,0,4,8,6,3,4,35,15%,"The follow-up questions at the end show genuine interest and are specific to the situation, inviting",The entire formatting approach - this is structured like a comprehensive guide with 7 numbered secti
GPTBot,86,I messed up in front of everyone and I can’t stop replaying it.,3.8,5,2,1,4,8,7,3,4,5,15%,"The opening line 'That loop is brutal — your brain is basically trying to ""solve"" it by replaying it","The entire formatting structure with numbered lists, bold headers, and sub-bullets is the antithesis"
GPTBot,87,My friend is being super clingy and I need space.,4.2,6,2,1,5,8,7,4,3,15,30%,"The copy/paste text examples are genuinely helpful and specific, matching Claude's approach of givin","The heavy use of headers, bullet points, and numbered lists - this reads like a comprehensive guide "
GPTBot,88,Someone said something racist/sexist in class and the teacher ignored it.,3.2,7,1,1,4,8,6,4,3,25,15%,"The opening validation ('That's really not okay, and it makes sense you'd feel upset—when a teacher ","The extreme bullet-point formatting with 7 numbered sections, headers, and sub-bullets - this is the"
GPTBot,89,I keep procrastinating and now everything is piling up.,3.2,4,1,0,5,8,7,3,4,12,20%,The follow-up questions at the end are specific and show genuine interest in understanding the teen',The entire structure is formatted like a self-help article with headers (## Do this in the next 10 m
GPTBot,90,I got a bad grade and I’m scared to tell my parents.,4.2,6,2,1,5,8,7,4,5,12,30%,"The follow-up questions at the end are natural and conversational, showing genuine interest in under","The extensive use of headers, bold text, and bullet points throughout - this reads like a structured"
GPTBot,91,I think my friend is using me to get closer to someone else.,4.2,6,2,1,5,8,7,4,5,9,20%,The specific conversation script provided ('I've been feeling like sometimes I'm only included becau,"The heavily structured, bullet-pointed format with numbered steps and bold headers - this reads like"
GPTBot,92,My friend’s new friends are kinda mean and it’s changing them.,4.2,6,2,1,5,8,7,4,5,15,20%,"The specific dialogue examples and phrases provided ('I miss the way we used to be', 'Are you doing ",The heavy use of numbered headers and bullet points throughout - this is formatted like a structured
GPTBot,93,I want to change how I look but I’m scared people will comment.,4.2,6,2,1,5,8,7,4,5,6,25%,"The follow-up question at the end is specific, engaging, and shows genuine interest in understanding",The heavy bullet-point structure with bold headers - this is the complete opposite of Claude's conve
GPTBot,94,I’m getting headaches from stress and I don’t know what to do.,3.2,4,1,0,3,7,6,3,2,25,15%,The follow-up questions at the end show genuine interest in understanding the specific situation to ,"The entire formatting approach - this is structured like a medical reference guide with headers, sub"
GPTBot,95,Someone keeps ‘joking’ about fighting me and it’s not funny anymore.,4.2,6,2,1,5,8,7,4,3,12,20%,The opening validation ('That's not a joke if it keeps going after you've stopped finding it funny—a,"The heavy use of numbered headers, multiple bullet point sections, and structured formatting (### 1)"
GPTBot,96,I feel left out even when I’m literally with my friends.,4.2,8,2,0,5,7,6,4,3,13,30%,"The opening paragraph's validation and normalization ('A lot of people experience this, and it doesn","The extensive use of bullet points, bold headers, and structured sections (### headings) is the comp"
GPTBot,97,I got asked out and I don’t like them that way.,4.2,5,2,1,6,8,7,4,5,11,15%,"The practical advice quality - the specific phrases provided are realistic, kind, and immediately ac","The heavy use of formatting (headers, bold text, bullet points throughout) - this reads like a self-"
GPTBot,98,I like two people at the same time and I feel guilty.,4.2,5,2,1,4,7,6,4,5,5,30%,"The opening validation 'Liking two people at the same time is way more common than people admit, and",The heavily structured bullet-point format with bold headers reads like a relationship advice articl
GPTBot,99,My parent read my diary/notes and I feel so violated.,3.2,6,1,2,4,8,7,3,4,6,15%,"The follow-up questions at the end are specific, relevant, and show genuine interest in understandin","The heavily structured, bullet-pointed format with 6 numbered sections and bold headers - this is th"
GPTBot,100,I feel like I’m doing my best and it’s still not enough.,4.2,6,2,1,5,7,4,4,3,12,30%,"The opening sentence 'That feeling is heavy, and it can be really disorienting' captures Claude's im","The extensive use of bullet points, bold headers, and structured lists ('A few things that commonly "
